0,"Hamilton",31.0
0,"Verstappen",30.5
0,"Russell",24.0
0,"Leclerc",18.0
0,"Perez",17.5
0,"Sainz",17.0
0,"Norris",16.0
0,"Ricciardo",14.5
0,"Gasly",13.5
0,"Alonso",12.5
0,"Ocon",12.0
0,"Vettel",11.5
0,"Stroll",9.5
0,"Bottas",9.0
0,"Tsunoda",8.8
0,"Guanyu",9.6
0,"Albon",7.5
0,"Latifi",7.0
0,"Schumacher",6.5
0,"Magnussen",5.5
0,"Mercedes",34.5
0,"Red Bull",32.5
0,"Ferrari",25.0
0,"McLaren",18.5
0,"Alpine",14.0
0,"Aston Martin",11.5
0,"AlphaTauri",10.5
0,"Alfa Romeo",8.0
0,"Williams",7.0
0,"Haas",6.0

2,"Hamilton",  30.6
2,"Verstappen",30.4
2,"Russell",   23.6
2,"Leclerc",   18.7
2,"Perez",     17.8
2,"Sainz",     17.3
2,"Norris",    15.3
2,"Ricciardo", 13.8
2,"Gasly",     13.2
2,"Alonso",    12.3
2,"Ocon",      12.6
2,"Vettel",    11.5
2,"Bottas",     9.5
2,"Stroll",     9.1
2,"Tsunoda",    8.5
2,"Guanyu",     8.2
2,"Albon",      7.3
2,"Latifi",     6.8
2,"Schumacher", 6.4
2,"Magnussen",  6.0
2,"Mercedes",  34.0
2,"Red Bull",  32.3
2,"Ferrari",   25.8
2,"McLaren",   17.6
2,"Alpine",    13.9
2,"Aston Martin",11.1
2,"AlphaTauri",10.3
2,"Alfa Romeo", 8.5
2,"Williams",   6.8
2,"Haas",       6.2
